Genres,Episodes,Decimal,AiredYear,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Romance, Fantasy, Shounen, Action, Supernatural",12,158,2011.0,5,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,117683,6.86,284
"Romance, Fantasy, Supernatural",13,134,2004.0,5,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3505,6.34,3
"Music, Shounen",1,8208,2011.0,1,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,359,4.08,1
"Supernatural, Otro",13,192,2017.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32276,6.34,48
"Action, Supernatural",3,136,2016.0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,352,5.76,0
"Sci-Fi, Romance, Fantasy, Otro",26,102,2006.0,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,57485,7.02,263
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",12,307,2012.0,5,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,189198,7.71,1634
"Action, Otro",1,72,1992.0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,208,5.66,0
"Comedy, Romance",25,3,2012.0,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5847,6.56,8
"Sci-Fi, Sports, Shounen",1,4144,2011.0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6709,7.63,15
"Sci-Fi, Fantasy, Action",39,44,1982.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,546,6.4,1
"Historical, Romance, Fantasy, Shounen, Supernatural, Otro",1,1238,2014.0,4,6,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,49099,8.52,60
"Comedy, Sci-Fi, Romance",1,35,2004.0,3,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7664,6.17,13
"Comedy, Fantasy, Shounen, Action, Otro",27,93,1998.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,117851,7.29,739
"Sci-Fi, Romance, Action",13,42,2015.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9201,7.72,61
"Comedy, Sci-Fi, Romance, Fantasy, Supernatural, Ecchi",12,423,2016.0,5,5,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,174464,7.32,456
"Sports, Romance, Shounen",1,4114,2017.0,4,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2296,6.5,2
"Sci-Fi, Shounen, Action, Supernatural",13,184,2002.0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1033,5.45,1
"Comedy, Historical, Romance, Fantasy, Shounen, Action, Supernatural",26,1183,2009.0,5,6,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,133736,8.32,1443
"Comedy, Romance, Fantasy, Music, Shounen",1,8215,2007.0,0,6,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,35921,7.81,95
"Comedy, Fantasy, Shounen",1,21,2005.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,47452,7.75,140
"Comedy, Romance",0,3,2016.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,5.67,0
"Comedy, Otro",52,65,1987.0,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1058,7.13,7
Otro,1,64,2007.0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,5.33,0
"Fantasy, Otro",1,68,1981.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2734,7.32,20
"Comedy, Romance",13,3,2017.0,2,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2770,6.5,0
"Comedy, Sci-Fi, Historical, Romance, Fantasy",26,1063,2007.0,5,10,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,9331,7.31,30
Fantasy,26,4,2003.0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1283,7.08,3
Music,1,8192,2007.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,4.85,0
"Romance, Fantasy, Shoujo",24,518,2010.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65520,7.39,911
"Comedy, Romance, Fantasy, Ecchi",12,263,2007.0,5,10,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21456,6.51,64
"Sci-Fi, Fantasy, Gore, Supernatural",3,16548,1989.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,14456,7.06,45
"Comedy, Shounen",26,17,2008.0,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15307,7.92,188
"Sci-Fi, Fantasy, Action",26,44,1998.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6153,6.22,17
Comedy,1,1,2015.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,686,6.04,0
Comedy,4,1,2011.0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,431,5.53,0
"Romance, Shounen, Ecchi",2,274,2017.0,3,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58264,7.71,76
Hentai,1,2048,2007.0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2090,5.73,9
"Gore, Shounen, Action, Supernatural, Otro",1,16600,2016.0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,13844,7.45,13
"Hentai, Supernatural",2,2176,2015.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3576,6.23,11
"Sports, Shounen",47,4112,1984.0,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,402,6.31,1
"Historical, Action, Supernatural",2,1160,1998.0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4724,5.29,6
"Comedy, Romance, Supernatural, Ecchi",12,387,2017.0,5,14,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,150774,6.9,378
"Comedy, Shounen, Action, Supernatural",112,153,1992.0,5,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,272713,8.48,10968
"Fantasy, Otro",3,68,2014.0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,739,7.13,7
"Fantasy, Shounen, Action",24,28,2010.0,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,177912,7.76,1687
"Comedy, Romance, Otro",2,67,2005.0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23370,7.8,53
"Gore, Supernatural, Thriller, Otro",13,82112,2015.0,5,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,23102,6.51,30
Comedy,13,1,2013.0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20892,6.8,28
"Historical, Romance, Action, Supernatural",1,1162,2012.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,17752,7.46,60
"Comedy, Otro",2,65,2008.0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,161,6.17,0
"Action, Supernatural",24,136,2016.0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8564,7.93,53
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",6,307,2009.0,3,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,101414,7.46,224
"Sci-Fi, Fantasy, Action",12,44,2016.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,34499,6.89,96
"Comedy, Shoujo, Action",12,521,2014.0,5,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91973,7.44,408
"Comedy, Historical, Fantasy, Shounen",1,1045,2005.0,4,6,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,21155,7.32,28
"Sports, Shounen",1,4112,2015.0,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44763,7.88,98
"Sci-Fi, Fantasy, Action",1,44,1989.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6903,6.88,33
Hentai,6,2048,2011.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29892,7.7,631
"Sports, Romance, Shounen, Action",2,4122,2001.0,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,21475,7.45,28
Hentai,1,2048,2016.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2948,6.43,16
"Comedy, Romance, Fantasy, Ecchi",12,263,2001.0,5,9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10595,6.63,23
"Comedy, Historical",7,1025,2016.0,4,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,834,5.72,1
"Mistery, Comedy, Sci-Fi, Fantasy, Action",6,32813,1994.0,3,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,5381,6.78,13
"Romance, Fantasy, Gore, Shounen, Supernatural",1,16534,1988.0,3,8,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,9392,6.3,22
"Mistery, Sci-Fi, Action, Otro",11,32872,2014.0,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,324136,7.54,1029
"Romance, Hentai",1,2050,1997.0,3,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1039,5.3,4
"Fantasy, Shounen, Action",1,28,1992.0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,949,6.65,2
"Comedy, Romance",3,3,2017.0,4,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,806,6.04,0
"Comedy, Romance, Music",12,8195,2017.0,2,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,899,4.52,0
"Fantasy, Otro",52,68,1980.0,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3375,7.12,8
"Comedy, Action",6,9,2006.0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1966,5.91,2
Gore,1,16384,2014.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,5.6,0
"Fantasy, Action",1,12,2018.0,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1650,6.32,4
"Comedy, Romance",13,3,2015.0,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124707,8.14,728
"Sci-Fi, Historical, Romance, Action",12,1066,2016.0,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,70801,6.93,254
"Comedy, Sci-Fi, Action",1,41,2007.0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1921,6.89,4
Music,1,8192,2009.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476,6.19,0
Otro,12,64,2013.0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,6.09,0
Hentai,2,2048,2006.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8386,6.75,78
"Comedy, Historical",1,1025,2014.0,3,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6379,7.58,15
"Comedy, Romance, Fantasy",1,7,2017.0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3070,6.55,4
"Romance, Fantasy, Thriller, Otro",1,65606,2012.0,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,115228,8.27,372
"Comedy, Sports, Romance, Shounen",24,4115,2014.0,5,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,72279,8.24,436
"Fantasy, Gore, Otro",12,16452,2014.0,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,107102,3.71,144
"Comedy, Romance, Fantasy, Shounen, Action",1,31,2009.0,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,114843,8.33,362
"Comedy, Romance, Fantasy, Shounen, Action",1,31,2017.0,4,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,7761,8.05,9
"Comedy, Sci-Fi, Action",10,41,2016.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,410,6.34,1
Hentai,4,2048,2007.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7857,6.97,76
"Mistery, Romance, Action, Otro",1,32842,1999.0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,84960,7.84,965
Music,1,8192,2016.0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,4.69,0
"Fantasy, Shounen, Action",6,28,1990.0,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,876,6.78,14
"Comedy, Fantasy, Shoujo, Action",47,525,2005.0,5,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9240,7.03,30
"Comedy, Romance, Shoujo",12,515,2016.0,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57331,5.92,110
"Comedy, Romance",0,3,2016.0,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2263,6.34,6
"Fantasy, Shoujo",1,516,2011.0,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1190,6.14,1
"Sci-Fi, Romance, Fantasy, Shounen, Supernatural, Otro",12,246,2014.0,5,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,50822,6.74,104
"Romance, Gore, Shounen, Action, Supernatural, Otro",13,16602,2004.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,833388,7.75,20137
"Comedy, Otro",0,65,2011.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,169,4.73,0
"Comedy, Romance, Fantasy, Action",1,15,2016.0,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,62803,7.21,81
Fantasy,1,4,2017.0,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,4.56,0
"Historical, Romance",11,1026,2009.0,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9870,7.01,16
Hentai,1,2048,2007.0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38504,5.04,311
"Comedy, Romance, Ecchi",25,259,2006.0,5,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28110,7.16,98
Comedy,1,1,2009.0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37899,7.17,32
"Comedy, Romance, Shoujo",12,515,2014.0,5,15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47485,6.67,88
"Comedy, Romance, Fantasy, Action, Otro",1,79,2000.0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,91915,7.16,84
"Comedy, Fantasy, Shounen, Otro",13,85,2015.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3543,7.33,14
"Comedy, Sports, Shounen",1,4113,2017.0,4,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4585,7.8,8
"Comedy, Sports, Romance",12,4099,2013.0,5,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,354642,7.58,7787
"Historical, Romance",4,1026,1989.0,3,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,907,6.76,2
"Sci-Fi, Romance, Fantasy, Music, Gore, Action, Otro",7,24686,2007.0,0,9,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,22948,7.34,64
"Comedy, Ecchi",11,257,2017.0,5,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27618,5.43,27
"Fantasy, Otro",26,68,1975.0,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1350,7.13,5
"Comedy, Ecchi",1,257,2010.0,4,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32938,7.36,31
"Sports, Shounen",1,4112,2004.0,4,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6367,6.75,13
"Comedy, Otro",1,65,2014.0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3569,7.06,1
"Comedy, Romance, Shounen",11,19,2011.0,4,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14854,7.03,11
Comedy,13,1,2014.0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22869,6.91,12
"Comedy, Sci-Fi, Fantasy, Shounen, Action, Ecchi",8,317,2004.0,5,9,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,6222,5.05,5
"Comedy, Supernatural, Otro",5,193,2014.0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,190641,8.07,758
"Comedy, Fantasy, Shounen, Action",24,29,2011.0,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,15921,7.35,41
"Comedy, Fantasy, Gore, Supernatural",6,16517,1990.0,3,9,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,7610,6.37,17
"Fantasy, Gore, Action, Thriller, Otro",26,81996,2017.0,2,14,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,823,6.54,1
"Romance, Gore, Action, Supernatural, Otro",50,16586,2005.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,251517,7.76,4078
"Comedy, Fantasy, Ecchi",2,261,2007.0,3,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,80708,6.84,115
"Comedy, Romance, Fantasy, Shoujo, Action",49,527,2010.0,5,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,16447,7.87,371
"Romance, Hentai",4,2050,2007.0,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32479,6.49,191
"Comedy, Fantasy, Otro",1,69,2017.0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,115,5.4,0
"Comedy, Romance, Shounen",11,19,2006.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16704,7.1,33
"Comedy, Sci-Fi, Fantasy, Shounen, Action",1,61,1987.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,34199,6.98,25
"Comedy, Romance, Shounen",1,19,2017.0,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9971,7.43,5
"Comedy, Romance, Shounen, Action, Supernatural",16,155,2011.0,4,9,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,13429,7.48,20
"Comedy, Gore, Supernatural, Otro",26,16577,2000.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,742,6.63,4
Music,1,8192,2014.0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4715,6.51,4
Otro,50,64,2015.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2178,6.97,5
Comedy,0,1,2016.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,364,4.07,1
"Fantasy, Action, Supernatural, Otro",1,204,2017.0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,25274,7.79,70
"Comedy, Romance, Fantasy, Action, Ecchi",12,271,2007.0,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,305198,7.67,1193
"Comedy, Fantasy",1,5,1987.0,3,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,109,5.75,0
Comedy,26,1,1970.0,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169,5.67,0
"Comedy, Sci-Fi, Shounen, Action, Supernatural",12,185,2015.0,5,14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1020754,8.73,30747
Hentai,2,2048,2015.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5384,6.91,30
"Romance, Fantasy, Hentai, Supernatural",2,2182,2011.0,3,13,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3274,6.29,20
"Comedy, Otro",1,65,2004.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,206,5.53,0
Romance,12,2,1993.0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19354,7.84,203
"Sci-Fi, Romance, Gore, Shounen, Action",13,16442,2014.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,131563,7.13,459
"Comedy, Sci-Fi",25,33,1999.0,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,255,6.36,0
"Comedy, Fantasy, Shoujo",26,517,2002.0,5,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9470,7.52,64
"Comedy, Romance, Otro",12,67,2005.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,105513,7.9,2043
"Gore, Supernatural, Otro",4,16576,2013.0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,183046,7.0,1174
Sci-Fi,1,32,2006.0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2215,6.3,2
"Fantasy, Action",1,12,1986.0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3372,5.56,1
"Fantasy, Shoujo, Shounen, Action, Supernatural",1,668,2011.0,3,9,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,16566,7.04,58
"Comedy, Fantasy, Shounen, Supernatural",3,149,1998.0,3,5,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,15379,7.41,14
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action, Supernatural",26,191,2002.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,5486,6.26,5
"Comedy, Romance, Fantasy, Action, Supernatural, Ecchi",12,399,2014.0,5,5,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,183780,7.09,735
Romance,1,2,2016.0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,5.78,0
Hentai,2,2048,2007.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2766,6.16,6
"Sci-Fi, Historical, Fantasy",39,1060,1982.0,5,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6893,7.71,64
"Mistery, Comedy, Shounen, Supernatural",9,32913,2015.0,4,6,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,36028,7.4,121
"Comedy, Sports, Romance, Shounen",2,4115,2015.0,4,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3260,6.54,0
"Sports, Romance, Shounen",26,4114,2007.0,5,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38471,8.36,265
"Sports, Shoujo, Music",1,12800,2014.0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1135,6.6,5
Romance,0,2,2016.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,5.13,0
"Romance, Ecchi",12,258,2018.0,5,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15798,5.5,56
"Romance, Fantasy, Action, Supernatural",4,142,2009.0,3,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,62305,7.45,108
"Comedy, Romance, Shounen",12,19,2007.0,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,51754,7.48,736
"Sci-Fi, Fantasy",1,36,2011.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,538,5.75,1
"Romance, Music",13,8194,2013.0,5,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130954,7.89,2344
"Historical, Romance, Otro",39,1090,2009.0,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3560,7.62,13
"Romance, Shoujo",1,514,1988.0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,6.72,3
"Romance, Ecchi",12,258,2011.0,5,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99601,7.25,429
"Romance, Gore, Action, Supernatural, Otro",1,16586,2015.0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,89146,7.52,268
Hentai,2,2048,2011.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9452,7.05,64
"Shounen, Action, Supernatural",1,152,2011.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,43982,7.49,77
"Comedy, Sci-Fi, Fantasy, Shounen, Action",4,61,1994.0,3,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1228,5.88,4
Fantasy,12,4,2014.0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45663,6.5,68
"Romance, Fantasy, Shounen",1,22,2006.0,4,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1478,6.78,0
"Comedy, Romance, Supernatural",2,131,2007.0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13093,7.02,4
"Mistery, Comedy, Shounen, Action",4,32793,1994.0,3,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,11116,7.49,43
"Comedy, Romance, Shounen",2,19,2014.0,4,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19751,7.54,6
"Shounen, Action, Otro",25,88,2012.0,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,35584,7.38,39
"Sci-Fi, Fantasy, Action",3,44,1997.0,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1393,6.36,0
"Comedy, Romance, Fantasy, Ecchi",13,263,2012.0,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,207519,7.29,1065
"Comedy, Romance, Music",1,8195,2014.0,3,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1687,6.8,2
"Comedy, Sci-Fi, Romance, Fantasy, Music, Shounen, Action",1,8255,1995.0,0,9,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,6199,7.01,8
"Sci-Fi, Fantasy, Action",1,44,2016.0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2760,6.57,2
"Comedy, Romance, Shoujo",1,515,2016.0,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3628,7.13,1
"Comedy, Romance, Ecchi",16,259,1998.0,5,15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2191,6.34,4
"Mistery, Sci-Fi, Shounen, Action, Otro",1,32888,2006.0,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,69207,8.19,248
"Fantasy, Action",12,12,2017.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,153819,7.11,330
"Comedy, Fantasy, Action",1,13,2008.0,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,31231,7.07,24
