Genres,Source,Type,Episodes,Decimal,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
Fantasy,9,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5323,6.34,3
"Shounen, Action, Supernatural, Thriller",6,5,12,65688,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,171670,7.72,1964
Action,6,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1580,6.3,1
"Romance, Fantasy, Gore, Action, Supernatural",6,5,12,16526,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,70967,7.09,251
"Comedy, Sports, Romance, Ecchi",5,5,12,4355,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,57684,6.98,184
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3112,6.89,25
"Comedy, Shounen, Otro",9,4,1,81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,165,5.87,0
"Romance, Fantasy",5,3,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,580,5.92,1
"Sci-Fi, Romance, Fantasy, Action",9,3,12,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,44124,8.1,693
"Sci-Fi, Fantasy, Action",9,0,1,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,14589,7.25,33
"Sci-Fi, Action",6,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2774,7.29,6
"Historical, Romance, Shounen, Otro",8,0,1,1106,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5351,7.58,28
Romance,9,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21740,6.68,75
"Sci-Fi, Romance, Action",9,5,12,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,56470,6.4,92
Romance,9,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,7.26,4
"Comedy, Romance, Shounen",5,4,6,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24679,7.36,28
"Comedy, Sci-Fi, Romance, Shounen",6,4,3,51,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2090,6.66,1
"Romance, Fantasy, Shounen, Supernatural",6,3,2,150,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,32423,7.15,37
"Comedy, Romance, Shounen, Ecchi",6,3,4,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24405,7.29,38
Hentai,6,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2327,6.18,7
"Sci-Fi, Fantasy, Hentai",9,3,3,2084,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4733,6.52,26
"Sci-Fi, Sports",6,5,32,4128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,403,6.6,5
"Comedy, Romance, Fantasy",9,5,13,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14156,6.52,46
"Comedy, Romance, Shounen, Ecchi",6,3,2,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4904,5.14,21
"Comedy, Romance, Shoujo",6,3,1,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4809,6.48,10
"Gore, Supernatural, Otro",9,4,2,16576,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,901,6.18,0
"Comedy, Shounen, Action",6,4,1,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,21738,7.33,29
Fantasy,9,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13394,6.29,14
"Comedy, Romance",15,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4758,6.7,7
Romance,14,5,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394218,8.14,4089
"Shounen, Action, Otro",6,5,154,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,64384,7.51,936
"Romance, Fantasy",5,5,10,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25216,5.49,24
"Mistery, Comedy, Sci-Fi, Action",6,5,50,32809,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1047,6.83,1
"Fantasy, Otro",4,5,49,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7256,6.11,26
"Comedy, Romance, Shounen, Supernatural, Ecchi",5,5,12,403,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,154590,6.65,544
"Comedy, Romance",6,2,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,119054,7.36,485
"Comedy, Romance, Shounen, Ecchi",6,3,3,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3344,6.59,5
"Romance, Action",8,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38712,7.36,227
"Comedy, Fantasy, Shounen",5,0,1,21,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14527,7.29,6
"Comedy, Shounen, Ecchi",6,5,24,273,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28930,7.49,235
"Fantasy, Action",9,5,12,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,45447,7.12,76
"Sci-Fi, Fantasy, Gore, Shounen, Action, Supernatural",9,3,13,16572,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,5782,7.43,55
"Sci-Fi, Gore, Otro",6,0,1,16480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6253,6.24,14
"Historical, Romance, Fantasy",8,5,23,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9534,8.04,46
"Comedy, Fantasy, Action",9,3,1,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,627,5.77,1
"Sci-Fi, Romance, Fantasy, Shounen, Action",6,5,193,62,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6715,7.25,25
"Comedy, Romance, Fantasy",5,5,13,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3807,6.42,7
"Sci-Fi, Fantasy, Otro",9,5,26,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,129334,7.09,1189
"Comedy, Sci-Fi",9,4,3,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14904,6.51,13
"Romance, Fantasy, Otro",1,0,1,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1994,7.87,8
"Comedy, Romance, Fantasy",14,5,13,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3517,6.71,5
"Romance, Fantasy, Shoujo, Supernatural",6,4,1,646,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,20504,7.7,22
Comedy,4,4,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6271,5.89,1
"Sci-Fi, Sports, Romance, Shounen",9,5,13,4146,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13461,7.19,70
"Romance, Fantasy, Action, Supernatural, Ecchi",5,5,24,398,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,324616,7.35,1719
"Comedy, Romance, Shounen, Ecchi",6,5,10,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,160938,6.53,683
Comedy,6,5,36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1421,5.61,1
"Comedy, Sports, Shounen",6,2,10,4113,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,50,6.5,0
"Sci-Fi, Historical, Fantasy",9,5,52,1060,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,789,6.45,5
"Comedy, Romance, Fantasy",9,5,91,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1630,6.42,5
"Fantasy, Action",9,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,103,5.14,0
Ecchi,13,4,5,256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26349,7.16,27
"Comedy, Romance",6,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121840,7.72,1177
"Sci-Fi, Fantasy, Action, Otro",9,3,1,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1174,5.87,3
"Sci-Fi, Fantasy, Shounen, Action",6,5,12,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,60668,7.39,153
"Sci-Fi, Romance, Shounen, Action",9,0,1,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,21558,7.76,56
"Comedy, Sports, Romance, Shounen",6,5,12,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,17636,6.91,17
"Comedy, Sports, Romance, Shounen",6,5,24,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,121044,8.34,1353
"Comedy, Fantasy, Shounen, Action",6,5,97,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,160855,7.91,1698
"Comedy, Sci-Fi, Shounen",6,4,1,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,326,5.85,3
"Comedy, Romance, Fantasy, Shounen, Supernatural",6,3,5,151,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,39049,7.38,238
"Comedy, Romance, Supernatural, Ecchi",5,4,6,387,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,103442,7.39,279
"Mistery, Sci-Fi, Fantasy, Action",6,3,1,32812,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,19450,6.74,34
"Gore, Shounen, Action, Supernatural, Otro",6,5,13,16600,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,276595,7.68,1840
Hentai,6,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4530,7.24,21
"Comedy, Historical",6,5,77,1025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,250,6.55,1
"Mistery, Shounen, Supernatural, Thriller, Otro",6,5,37,98512,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1456378,8.67,88696
"Sci-Fi, Fantasy, Shounen, Action",6,5,12,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,5093,6.62,11
"Fantasy, Action, Otro",5,4,1,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,56315,6.63,269
"Sci-Fi, Action",9,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,81151,7.72,180
"Fantasy, Shounen",6,3,1,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,327,5.66,0
"Comedy, Romance, Fantasy, Otro",4,0,1,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20312,6.84,8
"Sci-Fi, Romance",9,4,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4704,6.84,5
"Romance, Fantasy, Music",9,5,13,8198,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23068,7.26,132
"Comedy, Romance, Shoujo",6,5,50,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9006,7.53,48
"Comedy, Fantasy",9,3,5,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11327,6.72,37
"Comedy, Historical, Shoujo",6,5,51,1537,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,537,6.51,3
"Comedy, Fantasy",9,5,12,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8967,5.99,11
"Sci-Fi, Fantasy, Shounen, Action",6,5,26,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,4142,7.07,13
"Comedy, Fantasy, Shounen, Action",6,4,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,22714,7.39,29
Music,7,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12215,7.72,58
"Comedy, Shounen, Supernatural, Ecchi",13,4,1,401,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32025,6.19,30
"Mistery, Comedy, Sci-Fi",9,0,1,32801,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3396,6.73,2
"Comedy, Fantasy, Shounen, Action",9,5,49,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,588,6.17,0
"Comedy, Sci-Fi, Shoujo, Action, Ecchi",6,3,3,809,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,15810,7.15,89
"Comedy, Romance, Shounen, Supernatural, Ecchi",5,4,6,403,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4562,6.3,0
"Sci-Fi, Shounen",9,0,1,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,138170,8.17,892
"Comedy, Romance",6,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11293,7.48,4
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12305,6.96,65
"Comedy, Romance, Shounen",15,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12973,7.37,61
"Shounen, Action",10,5,12,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17376,6.19,14
"Shounen, Otro",6,5,25,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10586,7.59,49
"Comedy, Romance, Shounen, Action",6,5,25,27,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,380565,8.66,6715
Comedy,9,5,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,390,5.61,0
"Fantasy, Ecchi",13,5,12,260,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23234,6.37,20
"Comedy, Sports, Shoujo",6,3,2,4609,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4738,6.55,8
"Comedy, Supernatural, Ecchi, Otro",5,5,11,449,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,360491,8.2,2640
Action,9,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3451,5.76,2
"Comedy, Sci-Fi, Romance",6,5,12,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13341,6.67,27
"Mistery, Comedy, Sci-Fi, Shounen, Action, Ecchi",9,5,26,33081,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,20990,7.24,120
"Comedy, Fantasy, Shounen, Action",6,0,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,12771,7.26,31
"Comedy, Sports",9,5,12,4097,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20405,5.53,30
"Fantasy, Shoujo",9,0,1,516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,764,6.11,2
"Sci-Fi, Action",6,5,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,34071,7.04,85
"Sci-Fi, Action",9,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1531,4.81,2
"Romance, Thriller, Otro",5,3,2,65602,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,104568,7.7,705
"Comedy, Fantasy, Shounen",5,0,1,21,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18048,7.36,25
"Romance, Fantasy, Shounen",6,4,6,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4433,6.69,7
"Romance, Fantasy",9,5,13,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62144,6.79,173
"Fantasy, Shounen, Supernatural",6,5,25,148,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5790,6.8,5
"Romance, Shounen",6,0,1,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,6.87,3
"Comedy, Shounen, Action, Ecchi",6,5,12,281,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,238444,7.32,1504
Hentai,13,3,0,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1570,7.13,1
"Fantasy, Otro",10,5,12,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,80,5.0,0
"Comedy, Fantasy",9,3,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1319,5.78,0
"Historical, Shounen",8,5,13,1040,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26140,7.37,69
Comedy,14,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8679,6.11,7
"Comedy, Sci-Fi, Romance",13,5,12,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,27033,7.2,115
"Comedy, Sci-Fi, Romance, Fantasy, Action",13,5,12,47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,16741,6.21,19
"Fantasy, Action, Supernatural",13,4,1,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,44475,7.48,122
"Comedy, Sci-Fi, Shounen, Action, Ecchi",9,3,6,313,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,18762,7.75,72
Romance,6,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15830,6.85,30
"Comedy, Sci-Fi, Fantasy, Shounen",9,5,25,53,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,608,7.01,0
"Romance, Fantasy",4,5,12,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8553,5.96,9
"Sports, Romance, Shounen",6,4,2,4114,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,272,6.35,0
"Historical, Romance",10,5,32,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,890,6.68,0
"Comedy, Romance, Fantasy",8,5,60,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6549,6.49,9
"Sci-Fi, Romance, Fantasy",8,0,1,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1258,7.08,4
"Romance, Shoujo, Supernatural, Ecchi",9,5,12,898,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58230,6.68,428
Fantasy,10,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4744,5.7,5
"Comedy, Fantasy, Shounen, Supernatural",6,3,3,149,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1891,6.45,5
"Comedy, Romance, Shounen",15,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14987,7.95,107
"Sci-Fi, Romance, Action",13,3,4,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13907,6.58,28
"Comedy, Sci-Fi, Fantasy, Shounen",6,4,1,53,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,58266,7.71,131
Hentai,13,3,0,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7934,7.29,43
"Sports, Romance",9,0,1,4098,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11937,7.75,26
"Sci-Fi, Fantasy, Shounen",6,0,1,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15062,6.47,33
"Historical, Romance",8,2,1,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136,6.2,0
"Fantasy, Action",5,5,12,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,133282,7.21,408
"Comedy, Music, Action",5,3,4,8201,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1190,5.88,1
"Comedy, Romance",15,4,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1728,6.45,1
"Comedy, Sci-Fi, Romance, Ecchi",9,5,10,291,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20874,6.82,31
Romance,4,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29650,5.99,45
"Comedy, Romance",15,5,24,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1595,6.25,1
"Romance, Shounen, Action",6,3,2,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,475,5.15,0
"Comedy, Romance, Otro",15,5,63,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,219,6.56,1
Comedy,6,5,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7289,5.83,9
Comedy,9,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,5.13,0
"Comedy, Romance, Fantasy, Otro",1,5,78,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10298,8.05,243
"Comedy, Action",4,5,10,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,928,6.33,0
"Comedy, Fantasy",11,5,45,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1647,6.18,4
"Comedy, Romance, Action",14,4,1,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13146,6.86,24
"Romance, Fantasy, Gore, Action, Supernatural",6,3,4,16526,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,18339,6.91,77
"Comedy, Fantasy, Shounen, Action",6,5,102,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,34766,7.39,235
"Shounen, Action",9,5,12,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23372,5.21,15
"Romance, Supernatural, Otro",8,5,12,194,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32280,6.43,60
"Comedy, Shounen",6,2,1,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22682,7.69,135
"Comedy, Romance, Fantasy, Action, Ecchi",5,5,12,271,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,272225,7.56,777
"Comedy, Sci-Fi, Romance, Fantasy, Action",6,0,1,47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3535,6.88,4
"Romance, Fantasy, Music, Otro",1,0,1,8262,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8568,7.03,16
"Comedy, Sci-Fi, Action",9,5,12,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,21813,7.04,11
"Romance, Fantasy, Shounen, Action, Otro",6,5,25,94,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1345842,8.49,64032
"Comedy, Romance",6,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7925,6.98,55
"Comedy, Gore",9,2,1,16385,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,486,4.61,0
Sci-Fi,9,4,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5725,6.55,4
"Comedy, Romance, Shounen",6,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,60916,7.35,253
"Comedy, Romance",5,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78767,8.19,196
"Comedy, Romance, Action, Supernatural",9,4,2,139,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,171825,7.74,322
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",6,3,1,307,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,12341,7.26,36
"Mistery, Romance, Shounen, Action",6,3,6,32794,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6000,6.59,26
"Comedy, Romance, Fantasy",13,5,12,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12497,6.6,45
"Sci-Fi, Romance, Shoujo, Gore, Action, Supernatural",6,3,1,17066,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5401,5.98,10
"Romance, Fantasy, Action",13,5,25,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,71759,7.34,322
"Mistery, Sci-Fi, Otro",6,5,10,32864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,29709,7.32,41
"Sci-Fi, Action",5,3,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,674,6.25,1
"Sci-Fi, Romance, Gore, Otro",9,0,1,16482,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,295923,8.48,8159
Comedy,6,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,269,4.99,1
"Comedy, Romance, Fantasy",6,3,8,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4245,7.57,6
"Gore, Otro",6,3,1,16448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2518,6.37,1
"Sci-Fi, Shounen",9,5,39,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10211,6.68,12
"Mistery, Comedy, Shounen, Action",6,4,1,32793,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2909,7.21,0
"Sports, Romance, Music, Hentai",6,3,1,14338,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8436,6.61,38
"Comedy, Sci-Fi, Fantasy, Shounen",6,0,1,53,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,485,6.15,0
Romance,9,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,5.34,1
"Comedy, Romance",15,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41784,7.2,66
Romance,6,5,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,6.3,0
"Comedy, Sports, Shounen, Action",6,0,1,4121,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,401,6.3,0
"Comedy, Fantasy, Otro",6,0,1,69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46247,6.67,59
"Comedy, Romance, Fantasy",1,5,52,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1181,6.69,4
"Comedy, Sci-Fi, Historical, Shounen",6,0,1,1073,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2196,7.11,4
"Romance, Fantasy, Gore, Otro",6,3,1,16454,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4456,6.93,5
"Fantasy, Shounen, Action",5,3,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1615,5.74,0
"Sci-Fi, Music, Action",9,5,13,8232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,33816,7.51,440
"Comedy, Romance",15,5,26,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,203314,8.04,4362
"Fantasy, Shounen, Action",4,5,13,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,89766,6.2,119
"Comedy, Fantasy, Gore, Supernatural",6,5,65,16517,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1994,7.03,16
"Historical, Romance, Shoujo",6,5,20,1538,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1480,6.96,6
"Comedy, Romance, Otro",8,5,24,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,384164,8.38,15923
