Genres,Source,Type,Episodes,Decimal,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Popularity,Score,Favorites
"Comedy, Shounen",6,5,35,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6537,7.18,14
"Historical, Romance, Shoujo, Action",6,5,40,1546,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1664,8.38,1660
"Comedy, Romance",6,5,25,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4791,6.86,24
"Comedy, Fantasy, Shounen, Action, Supernatural",5,5,12,157,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1059,7.24,475
"Comedy, Shounen, Action",6,0,1,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,484,7.87,708
Comedy,14,2,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10195,5.78,0
"Historical, Fantasy, Shounen, Action",8,2,3,1052,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,10092,6.75,2
"Fantasy, Shoujo, Supernatural",6,5,75,644,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3723,6.84,40
"Sports, Romance, Action",6,5,39,4106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7225,7.2,12
"Sci-Fi, Shounen",9,5,47,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9413,6.92,4
"Sports, Romance, Shoujo, Action",6,5,58,4618,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5534,6.64,11
"Comedy, Romance, Shounen, Supernatural",6,5,12,147,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,465,7.57,1412
"Historical, Romance, Action, Supernatural",13,3,2,1162,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3754,7.61,21
"Comedy, Romance",14,5,11,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,737,7.98,393
"Sci-Fi, Fantasy, Shounen",4,3,4,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5725,6.67,2
"Comedy, Sci-Fi",9,4,1,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,860,7.63,182
"Romance, Fantasy, Supernatural",9,0,1,134,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,39,8.92,15412
"Sports, Shounen, Action",6,5,128,4120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1600,7.36,302
"Sci-Fi, Historical, Action",10,5,24,1064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1142,6.78,162
"Fantasy, Action",4,5,12,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1265,6.25,155
"Mistery, Sci-Fi, Otro",6,0,1,32864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2005,7.62,30
"Comedy, Sci-Fi, Romance, Otro",11,5,44,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,12440,4.13,0
"Comedy, Romance",15,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1435,7.73,663
"Sports, Romance, Shounen, Action",6,4,1,4122,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1797,8.27,105
"Comedy, Romance, Fantasy",9,5,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4818,6.3,20
"Comedy, Romance, Fantasy, Otro",4,0,1,71,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1096,7.03,53
"Romance, Shoujo",6,3,4,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6487,6.39,4
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5064,6.15,29
"Comedy, Fantasy, Action, Otro",4,4,1,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2916,6.99,10
"Comedy, Sci-Fi, Romance",6,3,3,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3837,6.67,6
"Comedy, Romance, Ecchi",5,3,1,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2220,6.88,13
Hentai,13,3,4,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3908,7.28,80
"Hentai, Supernatural",9,3,2,2176,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5683,6.62,20
"Comedy, Romance",13,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4182,6.63,7
"Fantasy, Action",4,4,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10241,5.64,1
"Comedy, Romance, Shounen",15,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1451,6.78,138
Romance,13,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,8.1,721
"Comedy, Fantasy",13,3,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7976,6.1,1
"Sci-Fi, Historical, Romance, Fantasy, Shounen, Action",6,5,13,1086,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,4522,6.67,9
"Comedy, Romance, Music",9,5,13,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3117,6.58,9
"Comedy, Historical, Romance, Fantasy, Action",2,0,1,1039,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,5601,6.56,7
"Mistery, Sci-Fi, Action, Otro",6,0,1,32872,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2098,7.59,70
"Comedy, Romance, Music",9,4,7,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2879,6.74,11
"Comedy, Romance, Fantasy, Shoujo, Ecchi",13,5,13,775,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2219,6.97,117
"Comedy, Sports",9,5,12,4097,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3733,5.7,8
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5548,6.85,17
"Comedy, Romance",3,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2830,4.78,4
"Comedy, Sci-Fi, Romance",9,3,4,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10052,5.93,0
"Sci-Fi, Fantasy, Otro",9,4,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2766,6.65,12
"Sports, Romance, Shounen, Action",6,3,1,4122,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3108,7.73,18
"Comedy, Sci-Fi, Shounen",6,0,1,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8514,6.56,0
"Romance, Gore, Action, Supernatural, Otro",6,5,12,16586,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,491,6.71,547
"Shounen, Action, Otro",9,5,24,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5324,6.98,8
"Comedy, Sci-Fi",15,5,13,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5047,6.23,1
"Romance, Music",8,4,1,8194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2279,7.47,13
"Comedy, Romance",9,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3405,7.31,10
"Romance, Shounen, Ecchi",6,5,12,274,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,281,7.6,2874
"Sci-Fi, Romance, Music, Action",9,0,1,8234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2331,8.05,428
"Historical, Romance, Shounen",6,0,1,1042,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1540,8.38,293
"Romance, Fantasy",8,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5096,7.11,7
"Shounen, Action",4,3,2,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6139,5.36,1
"Comedy, Romance, Fantasy, Shounen, Ecchi",13,5,12,279,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1792,6.62,51
"Sports, Romance",9,5,23,4098,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8625,6.69,4
Hentai,9,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5916,6.18,11
"Sports, Romance, Shounen",6,0,1,4114,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4299,7.47,10
"Romance, Hentai",13,3,2,2050,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5720,6.21,9
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5714,6.56,9
"Sci-Fi, Fantasy, Supernatural",9,4,1,164,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5493,6.27,3
"Comedy, Sci-Fi, Shounen, Action",9,5,13,57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4036,6.73,26
Sports,9,4,5,4096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7104,5.52,0
"Comedy, Sci-Fi, Sports, Shounen",9,5,13,4145,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,6905,6.1,5
"Sports, Fantasy",6,5,52,4100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3603,6.88,40
Hentai,6,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5712,7.07,20
Comedy,9,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4628,6.26,2
"Comedy, Romance, Shounen, Ecchi",6,4,2,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3966,7.04,2
"Romance, Fantasy, Shoujo, Music",9,0,1,8710,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6014,7.41,4
"Comedy, Romance, Music",7,5,12,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3634,6.83,76
Comedy,13,4,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5712,5.75,5
"Comedy, Sports, Romance, Shounen",6,0,1,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2715,7.99,25
Romance,10,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5542,6.56,2
"Comedy, Romance",15,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3456,7.51,27
"Comedy, Romance, Fantasy",14,5,12,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4887,6.72,7
"Comedy, Fantasy, Action",4,5,100,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3153,6.74,133
"Comedy, Romance, Fantasy, Shounen, Action",9,5,26,31,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1766,7.72,572
"Fantasy, Gore, Shounen, Action, Supernatural",6,0,1,16540,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,3040,7.8,251
"Comedy, Historical, Action, Supernatural, Otro",5,5,13,1225,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,87,8.49,17790
"Comedy, Sci-Fi",4,5,13,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4638,7.32,11
"Comedy, Fantasy, Ecchi",5,3,1,261,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2238,6.91,11
"Shounen, Action, Supernatural",6,5,13,152,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1443,7.1,74
"Comedy, Romance",4,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4292,6.54,5
"Romance, Shoujo",6,4,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7462,5.45,0
"Comedy, Otro",9,5,12,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13706,4.25,0
"Comedy, Romance, Shounen",15,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,459,7.61,1784
"Sci-Fi, Action",9,5,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2719,7.19,43
Comedy,6,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4034,7.55,7
"Comedy, Sci-Fi, Action",9,3,1,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8488,6.29,2
"Comedy, Fantasy, Shounen, Action",6,5,26,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3003,5.91,26
"Romance, Shounen, Ecchi",6,5,24,274,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8.55,15394
"Comedy, Fantasy",5,4,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4772,6.69,1
"Fantasy, Supernatural",9,0,1,132,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,482,8.5,1755
Romance,9,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,8.18,1109
"Fantasy, Shounen",9,5,51,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1421,7.4,396
"Fantasy, Shounen, Supernatural",6,5,25,148,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,998,7.72,680
"Comedy, Sci-Fi, Shounen, Action, Supernatural",14,3,1,185,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,578,7.83,252
"Sci-Fi, Fantasy, Action",9,5,13,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,337,7.6,999
"Comedy, Romance, Fantasy",6,4,7,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1865,7.35,69
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6631,6.85,4
"Comedy, Hentai",6,4,2,2049,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4861,7.04,11
"Comedy, Romance, Supernatural",6,5,24,131,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3910,6.32,8
"Historical, Romance, Fantasy, Shounen, Supernatural",6,0,1,1174,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1278,7.75,238
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5433,6.44,13
Music,14,5,11,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3800,4.87,6
"Comedy, Shounen, Action",6,5,27,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2288,7.1,125
Supernatural,4,5,25,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9679,6.2,0
Hentai,13,2,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6773,6.84,18
"Fantasy, Shounen, Action, Supernatural",9,0,1,156,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4518,7.25,8
"Comedy, Romance, Music",15,4,1,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,985,7.87,162
Comedy,6,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4022,5.67,10
"Historical, Romance",8,5,51,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5921,6.96,13
"Historical, Romance, Action, Supernatural",6,5,24,1162,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,485,7.76,1911
"Comedy, Romance, Shoujo, Ecchi",4,2,24,771,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2052,6.34,54
"Comedy, Fantasy, Shounen, Action",6,3,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3371,7.31,12
Fantasy,9,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14074,4.88,0
"Comedy, Fantasy, Ecchi",14,2,0,261,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8909,6.54,2
Music,9,1,1,8192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13855,4.04,0
"Sci-Fi, Romance, Action",9,3,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3954,8.1,23
"Sci-Fi, Action, Thriller, Otro",6,0,1,65640,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1559,7.15,137
"Fantasy, Shounen, Action",4,0,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8358,6.69,4
"Comedy, Romance",14,2,26,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1683,7.23,143
"Comedy, Sci-Fi, Fantasy",9,5,24,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1458,6.9,242
"Comedy, Fantasy, Action",13,3,3,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3001,7.28,15
"Sci-Fi, Fantasy, Action, Supernatural",4,5,22,172,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4717,6.72,14
Romance,9,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,6.36,281
"Sports, Romance",9,0,1,4098,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2793,7.7,48
"Historical, Romance, Fantasy",8,0,1,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5049,6.95,9
"Comedy, Romance, Ecchi",6,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2283,6.65,59
"Sci-Fi, Supernatural, Otro",9,5,22,224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,910,7.54,607
"Historical, Romance, Fantasy, Action, Supernatural",6,5,24,1166,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,669,7.66,1317
"Fantasy, Music, Action, Otro",4,2,5,8268,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,7884,5.89,1
"Comedy, Historical",15,5,26,1025,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3112,7.09,21
Fantasy,4,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4188,6.7,6
"Comedy, Romance, Music",9,5,13,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1911,6.48,48
"Hentai, Supernatural",13,3,3,2176,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3846,7.09,97
"Comedy, Music, Shounen",6,5,12,8209,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3788,7.18,64
"Romance, Hentai",13,3,2,2050,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6095,6.45,10
"Comedy, Romance, Shounen, Action, Supernatural, Ecchi",6,3,3,411,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2549,6.87,10
"Comedy, Music, Otro",11,1,1,8257,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,12894,5.11,0
Fantasy,9,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6895,5.26,1
"Sci-Fi, Fantasy, Action",4,5,13,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5788,6.66,8
"Comedy, Sci-Fi, Historical, Shounen, Action",6,5,13,1081,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1464,8.59,450
"Comedy, Sci-Fi, Romance, Fantasy, Action",9,5,13,47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3868,6.02,7
"Comedy, Otro",9,0,2,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4503,6.87,13
"Historical, Romance, Fantasy, Supernatural, Otro",8,0,1,1222,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,10176,6.42,0
"Comedy, Sci-Fi, Romance, Fantasy, Action",6,0,1,47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,4890,7.23,7
"Romance, Shoujo",6,4,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,7.47,156
Comedy,5,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4693,6.38,8
"Comedy, Romance, Ecchi",13,4,1,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2078,6.51,33
"Sci-Fi, Action",9,5,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,181,7.57,3415
"Comedy, Fantasy, Shounen, Action",6,5,51,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,319,6.61,1436
"Sci-Fi, Romance, Fantasy, Action",9,5,12,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2558,6.91,54
"Comedy, Romance, Shounen",6,5,48,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4061,7.86,114
"Historical, Romance",9,0,1,1026,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3013,7.8,42
"Sci-Fi, Romance, Shounen, Action",9,5,25,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,22,8.95,44230
"Historical, Fantasy, Shounen, Action",8,0,1,1052,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,9555,6.38,0
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,0,1,61,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1994,7.29,25
"Romance, Shounen, Ecchi",6,5,12,274,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282,8.5,1817
"Comedy, Shounen",6,0,1,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7891,7.04,1
"Comedy, Sports, Romance, Shounen",6,3,1,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3305,7.46,15
"Romance, Fantasy, Ecchi",5,5,12,262,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,301,7.71,997
"Sci-Fi, Fantasy",6,0,1,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12153,5.3,0
"Romance, Shoujo, Action, Thriller",6,3,2,66058,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9377,5.33,1
"Historical, Supernatural",9,5,13,1152,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6845,5.23,5
"Romance, Hentai",6,3,2,2050,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3397,7.22,205
"Historical, Romance, Action, Supernatural, Otro",13,0,1,1226,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3298,7.96,54
"Sci-Fi, Fantasy, Shounen",13,0,1,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5107,6.51,3
"Romance, Music",8,0,1,8194,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3576,7.58,11
"Romance, Fantasy, Shounen, Action",6,5,21,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3186,8.12,561
Shoujo,6,4,1,512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428,7.2,33
"Comedy, Sci-Fi, Fantasy, Shounen",6,5,13,53,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2244,7.32,184
"Comedy, Fantasy, Action, Otro",4,5,20,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2864,6.49,22
Comedy,6,5,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2179,7.7,179
Hentai,13,3,1,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5728,6.32,3
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,5,64,61,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,204,6.67,1212
"Comedy, Music",10,3,1,8193,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13460,4.23,0
"Romance, Supernatural",13,5,26,130,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3026,6.66,45
"Romance, Fantasy, Shoujo, Ecchi",4,0,1,774,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4223,6.61,11
"Comedy, Romance, Shoujo",6,5,12,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170,7.83,4675
"Sci-Fi, Shounen, Action",6,5,12,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1058,7.88,302
"Comedy, Sci-Fi, Action",9,5,13,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,7936,5.28,0
"Romance, Otro",13,5,12,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,436,8.05,2699
"Comedy, Fantasy, Supernatural",5,5,26,133,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1596,8.12,710
"Comedy, Romance, Ecchi",5,5,11,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,678,7.9,863
"Sci-Fi, Romance, Otro",9,3,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4654,6.44,2
"Comedy, Romance",6,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2755,7.24,5
"Sci-Fi, Romance, Supernatural",9,2,8,162,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8195,4.95,2
"Comedy, Fantasy, Action, Otro",4,0,1,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2898,6.58,32
"Historical, Fantasy, Shounen",6,3,2,1044,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3244,7.04,11
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5247,6.37,17
"Sci-Fi, Otro",5,5,12,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,647,7.05,368
"Comedy, Otro",8,2,13,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3644,6.24,9
"Mistery, Sci-Fi, Romance, Fantasy, Shounen",6,0,1,32822,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1417,7.6,364
"Romance, Fantasy",9,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,773,7.72,419
Otro,9,2,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13902,5.71,0
"Comedy, Romance, Shoujo",6,5,12,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,380,7.67,3499
Comedy,15,4,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2918,7.19,31
"Sci-Fi, Sports, Action",9,0,1,4136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,511,8.33,2411
"Romance, Gore, Supernatural",6,3,4,16514,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3401,6.37,33
"Sci-Fi, Fantasy, Action",9,5,26,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5996,7.15,18
"Sci-Fi, Action",9,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,280,8.16,1102
"Romance, Fantasy, Gore, Shounen, Action, Supernatural",6,0,1,16542,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,879,8.3,717
