Genres,Decimal,Episodes,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Sports, Shounen",4112,4,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39616,8.31,267
"Comedy, Sci-Fi",33,2,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2304,6.55,4
"Gore, Shounen, Action, Supernatural",16536,3,4,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,53371,7.32,119
"Romance, Fantasy",6,1,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8026,7.02,11
"Sci-Fi, Romance, Action",42,12,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15202,5.87,42
"Fantasy, Shounen, Action",28,1,3,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,20879,7.2,13
"Comedy, Fantasy, Shounen, Action, Supernatural",157,13,5,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,545009,8.41,7040
"Comedy, Shoujo, Shounen, Action, Ecchi",793,2,4,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,43040,6.62,34
"Romance, Fantasy, Supernatural, Otro",198,6,5,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,36258,7.0,90
"Comedy, Romance, Fantasy, Shoujo",519,34,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63024,7.99,865
"Comedy, Historical, Romance, Fantasy, Action",1039,1,4,6,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,5605,7.39,18
"Romance, Hentai",2050,6,3,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19810,7.04,317
"Sci-Fi, Music, Action",8232,13,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,14540,7.66,321
"Sci-Fi, Romance, Fantasy, Action",46,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1799,5.21,3
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2892,5.55,9
"Sci-Fi, Music, Action",8232,13,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24642,7.49,312
"Comedy, Supernatural",129,3,4,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,428,5.32,1
"Fantasy, Otro",68,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1229,7.01,2
"Sci-Fi, Romance, Hentai",2082,2,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24873,7.31,358
"Romance, Fantasy",6,1,4,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4657,7.04,3
"Comedy, Romance, Shounen, Action",27,1,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,27873,7.71,66
"Comedy, Fantasy, Shounen, Action",29,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,138841,7.41,285
"Shounen, Action, Supernatural",152,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,940,5.79,2
"Shounen, Action, Thriller, Otro",65624,11,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,195728,7.38,1055
"Romance, Supernatural",130,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48386,7.35,115
"Sci-Fi, Romance, Action",42,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12673,7.81,46
"Comedy, Romance, Hentai",2051,1,3,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32220,6.99,199
"Comedy, Fantasy, Shoujo, Action",525,3,3,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,53441,8.15,180
"Romance, Fantasy, Shounen, Action",30,24,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1778,6.82,8
"Comedy, Romance, Shounen, Ecchi",275,20,5,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,510176,7.81,7773
"Fantasy, Shounen, Action",28,5,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,69966,7.99,168
"Historical, Fantasy, Shounen, Supernatural",1172,26,5,6,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,12432,7.22,74
"Comedy, Romance, Fantasy, Shounen",23,12,4,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,37648,7.98,239
"Sci-Fi, Action",40,26,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,75446,7.35,284
"Sci-Fi, Fantasy, Action",44,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,25541,6.72,42
"Romance, Fantasy, Action",14,6,3,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7841,6.73,45
"Comedy, Historical, Fantasy, Shounen, Action",1053,12,5,6,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,241830,8.05,1825
"Comedy, Historical, Romance",1027,12,5,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,178339,7.62,974
Hentai,2048,2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3089,5.97,7
"Comedy, Sci-Fi, Romance, Otro",99,24,5,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,148,4.5,0
"Historical, Fantasy, Otro",1092,12,5,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3948,6.68,7
Hentai,2048,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3411,6.75,15
"Comedy, Sci-Fi, Fantasy, Action, Supernatural",173,1,4,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,5205,6.71,6
"Comedy, Romance",3,1,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7133,6.83,7
"Comedy, Romance, Shounen",19,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16613,7.56,22
"Comedy, Historical",1025,15,2,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,22682,7.58,270
"Comedy, Sci-Fi, Fantasy, Shounen, Ecchi",309,1,3,6,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3588,6.1,14
"Romance, Shounen",18,1,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5105,5.55,4
Music,8192,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,4.95,0
"Sci-Fi, Romance, Shounen, Action",58,109,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,61368,7.96,1459
"Romance, Shoujo",514,4,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2878,6.53,1
"Comedy, Romance, Shoujo",515,1,4,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8312,6.92,11
"Sports, Shounen, Action",4120,13,3,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6493,7.2,11
"Comedy, Sci-Fi, Action",41,1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,257,6.21,0
"Romance, Shoujo",514,12,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41371,7.61,470
"Sci-Fi, Historical, Shounen, Action",1080,24,5,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3074,6.52,5
"Comedy, Sci-Fi, Romance",35,1,4,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26840,7.28,24
"Romance, Fantasy",6,13,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,346230,8.59,6071
"Comedy, Romance, Shounen, Action, Ecchi",283,12,5,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,87878,7.57,231
"Sci-Fi, Romance, Music, Action, Otro",8298,26,5,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,79101,7.5,841
"Comedy, Sci-Fi, Romance",35,1,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6672,6.86,3
"Sci-Fi, Shounen, Action",56,12,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,182512,7.31,618
Otro,64,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,467,5.65,1
"Fantasy, Shounen, Action, Thriller",65564,5,3,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,776,4.89,1
"Historical, Romance, Action",1034,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,254730,7.89,2388
"Action, Supernatural",136,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9202,6.6,12
"Sci-Fi, Romance, Fantasy, Shoujo",550,29,5,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21960,7.6,129
"Comedy, Romance, Ecchi",259,2,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2806,5.76,4
Comedy,1,3,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115,4.53,0
"Historical, Action",1032,12,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1076,6.3,2
"Comedy, Historical, Action",1033,12,5,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,5536,5.71,9
"Sci-Fi, Romance, Action",42,12,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,36570,7.35,125
Romance,2,12,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,6.92,4
"Sci-Fi, Fantasy, Otro",100,12,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,30378,6.63,55
"Comedy, Fantasy, Shounen",21,3,3,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,545,6.65,1
"Comedy, Sci-Fi, Fantasy, Shounen, Action",61,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,65085,7.31,31
Hentai,2048,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4552,7.06,12
"Sci-Fi, Action",40,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,45172,6.78,29
"Comedy, Romance, Shounen",19,2,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,46856,7.37,89
"Shounen, Action, Otro",88,25,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,25247,7.38,38
"Comedy, Sci-Fi, Romance, Shounen",51,1,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3831,7.67,4
"Romance, Fantasy, Gore, Action, Supernatural",16526,3,3,8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,67254,8.15,118
"Comedy, Romance, Shoujo, Music, Ecchi",8963,13,5,13,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,128961,7.3,1638
Hentai,2048,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4587,6.95,17
Comedy,1,12,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29223,6.97,69
"Comedy, Romance, Fantasy",7,1,4,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5732,6.89,6
"Comedy, Fantasy",5,26,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7669,7.52,51
"Fantasy, Shounen, Supernatural",148,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7460,7.45,21
"Romance, Fantasy, Shounen, Action",30,26,5,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3949,7.19,7
"Comedy, Sci-Fi",33,9,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7378,7.26,8
Otro,64,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,5.74,0
"Romance, Fantasy, Shoujo",518,12,5,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138158,8.13,1001
"Comedy, Fantasy, Shoujo, Hentai, Ecchi",2821,2,3,6,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8462,5.9,7
"Comedy, Sci-Fi, Fantasy, Action, Supernatural",173,12,5,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,98676,7.14,1123
"Comedy, Historical, Otro",1089,32,5,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,940,6.4,2
"Comedy, Sci-Fi, Shounen, Action, Ecchi",313,13,5,9,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,12331,7.16,58
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",117,2,4,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2325,6.17,12
"Romance, Fantasy, Shounen",22,26,5,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9217,7.31,196
"Sci-Fi, Romance, Action, Supernatural, Otro",234,25,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,13289,6.7,24
"Comedy, Romance, Fantasy, Supernatural",135,13,5,8,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,101554,7.95,1075
"Comedy, Sci-Fi, Historical, Action",1065,1,4,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,36235,8.37,63
"Comedy, Romance, Shoujo",515,1,3,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3729,7.26,15
"Comedy, Music",8193,12,5,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15545,7.07,40
"Comedy, Romance, Ecchi",259,13,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92293,6.83,185
"Sci-Fi, Fantasy, Action",44,25,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7839,6.45,12
"Comedy, Fantasy, Otro",69,2,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6025,6.6,2
"Comedy, Romance, Shoujo",515,51,5,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1615,6.59,2
"Comedy, Romance, Shounen",19,1,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14522,8.06,14
"Romance, Fantasy, Gore, Shounen, Action, Supernatural",16542,1,0,6,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,97596,8.06,354
"Sci-Fi, Romance, Shoujo",546,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50240,7.54,94
"Mistery, Comedy, Fantasy, Shounen, Otro",32853,1,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,34803,8.14,45
"Comedy, Otro",65,143,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,703,6.37,7
"Romance, Fantasy, Shounen, Action, Supernatural",158,1,3,9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,60671,6.91,89
"Romance, Gore, Shounen",16402,10,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3554,5.54,2
"Comedy, Romance, Action",11,2,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14989,7.5,65
"Comedy, Romance, Shounen",19,2,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,49238,7.58,41
Otro,64,89,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5920,6.81,25
"Comedy, Romance, Ecchi",259,20,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2861,6.33,0
"Comedy, Sports, Shounen",4113,12,5,6,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,12097,6.84,14
Sci-Fi,32,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1328,6.64,1
"Comedy, Sci-Fi",33,12,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9279,7.41,4
"Historical, Fantasy, Action",1036,26,5,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,12452,7.36,38
Fantasy,4,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1552,6.75,0
"Fantasy, Supernatural",132,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2126,6.65,0
"Sci-Fi, Shounen, Action",56,1,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,43358,7.54,26
"Comedy, Romance, Ecchi",259,24,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16043,6.87,35
"Romance, Fantasy, Otro",70,1,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91,6.11,0
Comedy,1,4,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2308,6.42,2
Comedy,1,5,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5561,7.46,4
"Comedy, Romance, Shounen",19,2,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13020,7.74,36
"Comedy, Music, Otro",8257,1,1,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,218,4.48,0
"Sci-Fi, Romance, Shounen, Action",58,10,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3981,7.01,14
Hentai,2048,4,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14369,7.58,167
"Comedy, Sci-Fi, Shounen, Action",57,1,3,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3518,6.66,1
"Romance, Shounen, Otro",82,12,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,46656,6.82,60
"Sci-Fi, Romance, Fantasy, Shoujo",550,1,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45202,7.17,151
"Sci-Fi, Romance, Fantasy",38,113,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17037,7.96,260
"Sci-Fi, Fantasy, Action",44,38,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,278,6.16,1
"Comedy, Fantasy, Shoujo, Supernatural",645,1,4,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7706,6.8,30
"Comedy, Sports, Romance, Shounen",4115,0,5,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5855,5.66,3
"Comedy, Romance, Supernatural",131,12,5,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,39616,7.52,166
Otro,64,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,4.75,0
"Comedy, Shounen",17,4,4,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,87,4.92,0
"Fantasy, Shoujo",516,52,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1746,6.89,14
Comedy,1,1,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3188,5.72,2
"Comedy, Fantasy, Action",13,12,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,55842,7.65,229
"Comedy, Fantasy, Shounen, Action",29,1,3,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,70949,7.45,182
"Fantasy, Shounen, Action",28,25,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,372549,8.44,5561
Hentai,2048,1,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2422,6.13,2
"Comedy, Shounen",17,35,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2326,7.18,14
"Historical, Romance, Shoujo, Action",1546,40,5,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,44207,8.38,1660
"Comedy, Romance",3,25,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5249,6.86,24
"Comedy, Fantasy, Shounen, Action, Supernatural",157,12,5,5,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,78115,7.24,475
"Comedy, Shounen, Action",25,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,165875,7.87,708
Comedy,1,8,2,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,347,5.78,0
"Historical, Fantasy, Shounen, Action",1052,3,2,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,368,6.75,2
"Fantasy, Shoujo, Supernatural",644,75,5,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9717,6.84,40
"Sports, Romance, Action",4106,39,5,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1687,7.2,12
"Sci-Fi, Shounen",48,47,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,531,6.92,4
"Sports, Romance, Shoujo, Action",4618,58,5,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3637,6.64,11
"Comedy, Romance, Shounen, Supernatural",147,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,173456,7.57,1412
"Historical, Romance, Action, Supernatural",1162,2,3,13,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9525,7.61,21
"Comedy, Romance",3,11,5,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117159,7.98,393
"Sci-Fi, Fantasy, Shounen",52,4,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3344,6.67,2
"Comedy, Sci-Fi",33,1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,101524,7.63,182
"Romance, Fantasy, Supernatural",134,1,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,705769,8.92,15412
"Sports, Shounen, Action",4120,128,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,46940,7.36,302
"Sci-Fi, Historical, Action",1064,24,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,72165,6.78,162
"Fantasy, Action",12,12,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,64469,6.25,155
"Mistery, Sci-Fi, Otro",32864,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,32739,7.62,30
"Comedy, Sci-Fi, Romance, Otro",99,44,5,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,126,4.13,0
"Comedy, Romance",3,12,5,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55367,7.73,663
"Sports, Romance, Shounen, Action",4122,1,4,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,39360,8.27,105
"Comedy, Romance, Fantasy",7,0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5178,6.3,20
"Comedy, Romance, Fantasy, Otro",71,1,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,75274,7.03,53
"Romance, Shoujo",514,4,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,6.39,4
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4548,6.15,29
"Comedy, Fantasy, Action, Otro",77,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,16753,6.99,10
"Comedy, Sci-Fi, Romance",35,3,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9054,6.67,6
"Comedy, Romance, Ecchi",259,1,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27703,6.88,13
Hentai,2048,4,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8599,7.28,80
"Hentai, Supernatural",2176,2,3,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3407,6.62,20
"Comedy, Romance",3,13,5,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7378,6.63,7
"Fantasy, Action",12,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,339,5.64,1
"Comedy, Romance, Shounen",19,12,5,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,54368,6.78,138
Romance,2,1,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193648,8.1,721
"Comedy, Fantasy",5,3,3,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1165,6.1,1
"Sci-Fi, Historical, Romance, Fantasy, Shounen, Action",1086,13,5,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,6015,6.67,9
"Comedy, Romance, Music",8195,13,5,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14579,6.58,9
"Comedy, Historical, Romance, Fantasy, Action",1039,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,3528,6.56,7
"Mistery, Sci-Fi, Action, Otro",32872,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,30321,7.59,70
"Comedy, Romance, Music",8195,7,4,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17161,6.74,11
"Comedy, Romance, Fantasy, Shoujo, Ecchi",775,13,5,13,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,27701,6.97,117
"Comedy, Sports",4097,12,5,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9647,5.7,8
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3618,6.85,17
"Comedy, Romance",3,12,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17709,4.78,4
"Comedy, Sci-Fi, Romance",35,4,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,376,5.93,0
"Sci-Fi, Fantasy, Otro",100,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,18492,6.65,12
"Sports, Romance, Shounen, Action",4122,1,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,14683,7.73,18
"Comedy, Sci-Fi, Shounen",49,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,880,6.56,0
"Romance, Gore, Action, Supernatural, Otro",16586,12,5,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,162741,6.71,547
"Shounen, Action, Otro",88,24,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3972,6.98,8
"Comedy, Sci-Fi",33,13,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4579,6.23,1
"Romance, Music",8194,1,4,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26427,7.47,13
"Comedy, Romance",3,1,4,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12033,7.31,10
"Romance, Shounen, Ecchi",274,12,5,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247754,7.6,2874
"Sci-Fi, Romance, Music, Action",8234,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,25439,8.05,428
